CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2021-10-28 13:21:17.3914063,C:\Windows\prefetch\NETSH.EXE-19B647C9.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\NETSH.EXE-19B647C9.pf,9482,A2DF1DDC649E4AB858577F098DFE9693F8E48875,False,2021-05-22 09:29:45.4440551,2021-05-22 09:29:46.1311851,2021-10-28 13:02:46.0912202,00:00:00
2021-10-28 13:21:17.4226621,C:\Windows\prefetch\NGEN.EXE-8DF18334.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\NGEN.EXE-8DF18334.pf,8648,51432D8836123C58F2D2096D8ABA82562D3F9D94,False,2021-05-22 21:18:58.8113103,2021-10-28 13:02:53.7161460,2021-10-28 13:02:53.7161460,00:00:00.0153744
2021-10-28 13:21:17.4385280,C:\Windows\prefetch\NGEN.EXE-E9662EB6.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\NGEN.EXE-E9662EB6.pf,7672,02C1BE02B875CA9B6D0939DA5F943C196D3335A2,False,2021-05-22 21:18:58.9098394,2021-05-22 09:46:31.8284427,2021-10-28 13:02:55.5755484,00:00:00
2021-10-28 13:21:17.4539663,C:\Windows\prefetch\NGENTASK.EXE-90AAC3ED.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\NGENTASK.EXE-90AAC3ED.pf,9539,D847F555038A6B57FF65790FD1B5171AFD308A4D,False,2021-05-22 09:46:41.0158679,2021-10-28 13:02:33.6535230,2021-10-28 13:02:46.0912202,00:00:00.0154383
2021-10-28 13:21:17.4697842,C:\Windows\prefetch\NGENTASK.EXE-F262E2AB.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\NGENTASK.EXE-F262E2AB.pf,10010,138C55793D186EEA7FB724F1F3EC3CF0DAFA9ECD,False,2021-05-22 09:46:40.9216700,2021-10-28 13:02:32.8252554,2021-10-28 13:02:46.0912202,00:00:00
2021-10-28 13:21:17.4851590,C:\Windows\prefetch\NODE.EXE-43A33726.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\NODE.EXE-43A33726.pf,17850,D610FBB71B34007A77210E4936C621888565B49E,False,2021-05-22 09:36:05.3280013,2021-05-22 09:36:05.3280013,2021-10-28 13:02:46.0912202,00:00:00.0153748
2021-10-28 13:21:17.5163885,C:\Windows\prefetch\NOTEPAD++.EXE-A5D7A5DB.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\NOTEPAD++.EXE-A5D7A5DB.pf,16167,86F07574D33C95601F88629A7A729F8294FB4AF0,False,2021-05-22 07:47:02.1962101,2021-05-22 07:47:02.1962101,2021-10-28 13:02:46.0912202,00:00:00.0153563
2021-10-28 13:21:17.5321093,C:\Windows\prefetch\NPFINSTALL.EXE-B0562C02.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\NPFINSTALL.EXE-B0562C02.pf,13448,2677A224FBA1A8804BB9FECFA60478DE323DA50F,False,2021-05-22 08:21:56.2391848,2021-05-22 08:22:09.8804068,2021-10-28 13:02:46.0912202,00:00:00.0157208
2021-10-28 13:21:17.5478443,C:\Windows\prefetch\ONEDRIVE.EXE-33D53679.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\ONEDRIVE.EXE-33D53679.pf,61923,FB7233018CBE816CDD5E71FFF57BD21D28E87A1E,False,2019-03-19 13:04:59.2588748,2021-05-22 20:55:29.8127398,2021-10-28 13:02:46.1066146,00:00:00.0157350
2021-10-28 13:21:17.5636230,C:\Windows\prefetch\ONEDRIVESETUP.EXE-DB6B36F0.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\ONEDRIVESETUP.EXE-DB6B36F0.pf,47192,5CBE48FC488C2E970A096DE405BF81AC35F60201,False,2019-03-19 13:01:56.5555928,2021-05-22 21:08:19.7989752,2021-10-28 13:02:46.1066146,00:00:00.0157787
